,baseMean,log2FoldChange,pvalue,padj,symbol
ENSG0000001494,71.125,-0.07608239283082888,0.5170879666761491,0.9892696508429549,GENE_1493
ENSG0000008936,52.25,0.13816243905752457,0.5842818672607386,0.9892696508429549,GENE_8935
ENSG0000013440,31.0,-0.11640949211531065,0.5347570147810989,0.9892696508429549,GENE_13439
ENSG0000008893,16.125,-0.2466399675831252,0.4987579210768456,0.9892696508429549,GENE_8892
ENSG0000000480,290.0,-0.06219476160734418,0.5334621085003831,0.9892696508429549,GENE_479
ENSG0000010665,146.25,-0.07893633840460344,0.5762716879310492,0.9892696508429549,GENE_10664
ENSG0000008888,46.375,-0.11672360630168276,0.5344624020450792,0.9892696508429549,GENE_8887
ENSG0000008887,100.125,0.0972972013549148,0.5378600475148574,0.9892696508429549,GENE_8886
ENSG0000001854,213.375,0.06255193741551188,0.5715077181779697,0.9892696508429549,GENE_1853
ENSG0000010687,7.0,0.20645087746742624,0.5365540243192353,0.9892696508429549,GENE_10686
ENSG0000011492,70.375,-0.1179412573714169,0.5604579746802854,0.9892696508429549,GENE_11491
ENSG0000008943,48.25,-0.14963607890113376,0.5465415288337695,0.9892696508429549,GENE_8942
ENSG0000010661,453.0,-0.03662667567866696,0.4978626662382137,0.9892696508429549,GENE_10660
ENSG0000013448,14.375,-0.226275855823676,0.4970660546383274,0.9892696508429549,GENE_13447
ENSG0000011487,2.875,0.37851162325372983,0.5446798321870328,0.9892696508429549,GENE_11486
ENSG0000013398,21.25,0.3410369178350669,0.500696394432216,0.9892696508429549,GENE_13397
ENSG0000013427,12.125,-0.1488633859144827,0.5094678987028014,0.9892696508429549,GENE_13426
ENSG0000010671,169.5,-0.0723627061031781,0.50925066459408,0.9892696508429549,GENE_10670
ENSG0000013406,60.5,-0.13124453327825267,0.5705914826520774,0.9892696508429549,GENE_13405
ENSG0000002505,12.75,-0.16992500144231246,0.4994716809091763,0.9892696508429549,GENE_2504
ENSG0000013408,14.125,0.2817709684153795,0.5204753182152316,0.9892696508429549,GENE_13407
ENSG0000008919,4.875,0.07400058144377678,0.5707932770178519,0.9892696508429549,GENE_8918
ENSG0000014610,529.625,0.034732594202063226,0.5527687056359318,0.9892696508429549,GENE_14609
ENSG0000013429,33.875,0.13851986408142788,0.5330689645324349,0.9892696508429549,GENE_13428
ENSG0000011529,137.375,-0.0709019216224572,0.5019197909208317,0.9892696508429549,GENE_11528
ENSG0000002508,343.875,0.0891807521505429,0.5040030659829378,0.9892696508429549,GENE_2507
ENSG0000002509,7.5,-0.19264507794239588,0.5563999219505895,0.9892696508429549,GENE_2508
ENSG0000000481,45.75,0.1578288096313557,0.495562092380339,0.9892696508429549,GENE_480
ENSG0000013399,23.5,-0.15362318911321185,0.50346647363032,0.9892696508429549,GENE_13398
ENSG0000001495,558.25,-0.052984455931721096,0.49819861334375376,0.9892696508429549,GENE_1494
ENSG0000001510,497.5,0.03044997040379816,0.5573840368258497,0.9892696508429549,GENE_1509
ENSG0000013412,100.875,-0.09657325969505298,0.539351211763144,0.9892696508429549,GENE_13411
ENSG0000000757,114.375,-0.0662336984000867,0.5676555764444188,0.9892696508429549,GENE_756
ENSG0000008953,13.75,-0.31602749344767805,0.5177580961895236,0.9892696508429549,GENE_8952
ENSG0000011486,55.0,-0.1443899093351748,0.5218503077557235,0.9892696508429549,GENE_11485
ENSG0000008962,41.625,-0.13006054056437286,0.5042125232722281,0.9892696508429549,GENE_8961
ENSG0000002540,56.75,-0.11445872458491493,0.5207197683471578,0.9892696508429549,GENE_2539
ENSG0000001846,13.0,0.5044725828607884,0.5282953864490995,0.9892696508429549,GENE_1845
ENSG0000008963,75.0,-0.1251119202569305,0.5439086979931067,0.9892696508429549,GENE_8962
ENSG0000013513,4.875,-0.22239242133644802,0.5507176008754685,0.9892696508429549,GENE_13512
ENSG0000002542,9.25,0.15611920191728193,0.5368277476472266,0.9892696508429549,GENE_2541
ENSG0000010705,142.5,-0.09114788805819528,0.5386660777233213,0.9892696508429549,GENE_10704
ENSG0000008837,19.75,-0.18286405714981055,0.5385192495540491,0.9892696508429549,GENE_8836
ENSG0000011452,13.875,0.1300605405643729,0.5451339778059175,0.9892696508429549,GENE_11451
ENSG0000013371,45.5,0.28630418515664097,0.5330498923428676,0.9892696508429549,GENE_13370
ENSG0000013525,19.0,0.11395618929708584,0.5736921521700304,0.9892696508429549,GENE_13524
ENSG0000013369,47.25,-0.12220593237317094,0.5209144358535077,0.9892696508429549,GENE_13368
ENSG0000014468,60.25,-0.11979451253471451,0.535297493048309,0.9892696508429549,GENE_14467
ENSG0000000489,682.375,-0.044930936124047575,0.5348438804510336,0.9892696508429549,GENE_488
ENSG0000008836,50.25,-0.1292830169449665,0.5714317455158467,0.9892696508429549,GENE_8835
ENSG0000011470,70.625,-0.1277555471983727,0.5654418487573645,0.9892696508429549,GENE_11469
ENSG0000000486,7.375,-0.14684138832927116,0.5159427686230675,0.9892696508429549,GENE_485
ENSG0000010704,358.375,0.04931910801730048,0.5302091082201792,0.9892696508429549,GENE_10703
ENSG0000000751,16.0,0.18057224564182084,0.5837101113793697,0.9892696508429549,GENE_750
ENSG0000002528,133.875,0.10511670581421408,0.5396519857416742,0.9892696508429549,GENE_2527
ENSG0000013488,58.125,-0.08068784556556081,0.5842519953330912,0.9892696508429549,GENE_13487
ENSG0000008869,55.625,-0.13626569009108114,0.5057178298654379,0.9892696508429549,GENE_8868
ENSG0000001865,385.625,-0.04583338905711394,0.5588262193440247,0.9892696508429549,GENE_1864
ENSG0000013378,28.125,0.14117606296069418,0.5341804068138956,0.9892696508429549,GENE_13377
ENSG0000010699,123.5,0.08179409116364734,0.5500198525305201,0.9892696508429549,GENE_10698
ENSG0000011479,10.875,-0.16600995143892924,0.5088880205589708,0.9892696508429549,GENE_11478
ENSG0000008959,233.125,-0.0727303237866415,0.508807538262127,0.9892696508429549,GENE_8958
ENSG0000002489,51.625,0.14684138832927118,0.5252264201170418,0.9892696508429549,GENE_2488
ENSG0000011472,45.25,-0.1915776009858961,0.5222061853465294,0.9892696508429549,GENE_11471
ENSG0000014193,38.625,-0.14017765804826027,0.5500128394533235,0.9892696508429549,GENE_14192
ENSG0000010649,34.5,0.20945336562894978,0.537403715592248,0.9892696508429549,GENE_10648
ENSG0000008856,20.875,0.12101540096136584,0.5803725947329542,0.9892696508429549,GENE_8855
ENSG0000008850,156.5,0.05531776839469001,0.5803285521059383,0.9892696508429549,GENE_8849
ENSG0000002546,108.875,-0.10273810558925829,0.570477670374322,0.9892696508429549,GENE_2545
ENSG0000001508,220.125,0.07374833998131271,0.570095351980536,0.9892696508429549,GENE_1507
ENSG0000002613,41.75,-0.22506655563477343,0.5184217846866555,0.9892696508429549,GENE_2612
ENSG0000002570,38.625,0.15890359535106036,0.5352269336335196,0.9892696508429549,GENE_2569
ENSG0000014158,169.125,0.17294635341754927,0.49909332680889307,0.9892696508429549,GENE_14157
ENSG0000008511,55.75,0.14244426502020546,0.5754393233487763,0.9892696508429549,GENE_8510
ENSG0000010959,97.375,0.08521600223384776,0.5194125165021237,0.9892696508429549,GENE_10958
ENSG0000008508,16.75,0.21572869105543724,0.5394848469309184,0.9892696508429549,GENE_8507
ENSG0000013934,41.0,-0.26464725680209494,0.5036451866925852,0.9892696508429549,GENE_13933
ENSG0000000589,194.125,0.08735013510279645,0.5185577912710535,0.9892696508429549,GENE_588
ENSG0000013949,3242.25,-0.01468404575711307,0.5518720815305501,0.9892696508429549,GENE_13948
ENSG0000008497,116.375,0.10852445677816905,0.583312381769918,0.9892696508429549,GENE_8496
ENSG0000013952,85.625,-0.07162292783050844,0.5198190913213789,0.9892696508429549,GENE_13951
ENSG0000014156,34.75,0.12462665451374486,0.5530505146639917,0.9892696508429549,GENE_14155
ENSG0000013970,13.5,0.26793320524663305,0.5149433804155434,0.9892696508429549,GENE_13969
ENSG0000011251,379.5,-0.036116781742911656,0.5833145741811019,0.9892696508429549,GENE_11250
ENSG0000011240,66.625,-0.14628944225065632,0.5594417484472971,0.9892696508429549,GENE_11239
ENSG0000000575,192.25,-0.06379665058096909,0.5274917992316177,0.9892696508429549,GENE_574
ENSG0000000574,38.75,-0.11174835765245546,0.5734329800560247,0.9892696508429549,GENE_573
ENSG0000008490,19.875,-0.19993757050875194,0.5798852687736649,0.9892696508429549,GENE_8489
ENSG0000011225,209.875,0.08423125304502878,0.5525780105825819,0.9892696508429549,GENE_11224
ENSG0000011224,5.0,0.14438990933517493,0.5223222078946237,0.9892696508429549,GENE_11223
ENSG0000013994,10.75,0.26918663281538896,0.5656860028629513,0.9892696508429549,GENE_13993
ENSG0000001626,275.375,-0.0563266153497703,0.5419912616204552,0.9892696508429549,GENE_1625
ENSG0000000500,7.125,0.253756592245783,0.5116463912399837,0.9892696508429549,GENE_499
ENSG0000011212,47.75,-0.1209247822596064,0.49718836623240137,0.9892696508429549,GENE_11211
ENSG0000002694,41.125,-0.20204377594464557,0.5362898056702685,0.9892696508429549,GENE_2693
ENSG0000014002,41.625,-0.14743036365522597,0.5663287476356231,0.9892696508429549,GENE_14001
ENSG0000008495,13.375,0.13492958008610864,0.5760871100237216,0.9892696508429549,GENE_8494
ENSG0000008513,80.375,0.08528518794496937,0.4979676786492738,0.9892696508429549,GENE_8512
ENSG0000000599,25.5,-0.16992500144231246,0.5206063961054838,0.9892696508429549,GENE_598
ENSG0000008519,21.375,-0.21978120787990987,0.5123474725843523,0.9892696508429549,GENE_8518
ENSG0000001773,21.75,-0.13275520885177156,0.5764393505908152,0.9892696508429549,GENE_1772
ENSG0000001600,20.875,-0.29474326556113206,0.5874807301042575,0.9892696508429549,GENE_1599
ENSG0000014446,14.875,-0.16992500144231246,0.5260360353082566,0.9892696508429549,GENE_14445
ENSG0000000616,63.0,0.10309349296410372,0.5259027053910355,0.9892696508429549,GENE_615
ENSG0000002658,205.125,0.050996358833447136,0.5044443865114864,0.9892696508429549,GENE_2657
ENSG0000001602,438.75,0.031239061856584625,0.5734905731101588,0.9892696508429549,GENE_1601
ENSG0000001604,14.0,0.10309349296410372,0.49617757083217584,0.9892696508429549,GENE_1603
ENSG0000013872,72.0,-0.14037265636455223,0.5858741217249226,0.9892696508429549,GENE_13871
ENSG0000011273,18.375,0.17687776208407918,0.5188175390194166,0.9892696508429549,GENE_11272
ENSG0000010923,682.625,-0.023776871020564496,0.5689751861013654,0.9892696508429549,GENE_10922
ENSG0000001609,95.5,-0.0831101256378031,0.5187439530340623,0.9892696508429549,GENE_1608
ENSG0000011265,81.5,0.07967825520572765,0.5877003740662747,0.9892696508429549,GENE_11264
ENSG0000014419,234.75,0.06146595372909647,0.5021931244636536,0.9892696508429549,GENE_14418
ENSG0000010932,882.25,-0.02943543393638572,0.5582327870282515,0.9892696508429549,GENE_10931
ENSG0000008539,92.375,0.06638739733390166,0.5344290236479905,0.9892696508429549,GENE_8538
ENSG0000013888,22.5,0.12832409697553937,0.5703436009241858,0.9892696508429549,GENE_13887
ENSG0000013889,25.75,0.22456025801915822,0.5404366301075847,0.9892696508429549,GENE_13888
ENSG0000002667,187.5,-0.05001843773946071,0.504845173782687,0.9892696508429549,GENE_2666
ENSG0000013890,30.0,-0.24100809950379493,0.5144792276157661,0.9892696508429549,GENE_13889
ENSG0000013891,157.0,-0.05973794639213879,0.5594882259125489,0.9892696508429549,GENE_13890
ENSG0000002669,122.75,-0.0646529583422534,0.5309134302562857,0.9892696508429549,GENE_2668
ENSG0000008531,17.875,0.18183832298581298,0.5131053636734542,0.9892696508429549,GENE_8530
ENSG0000002670,145.25,0.10433665981473553,0.5739822963952064,0.9892696508429549,GENE_2669
ENSG0000000605,98.25,0.10283094609515525,0.5743601588678012,0.9892696508429549,GENE_604
ENSG0000013910,404.625,0.043680850959602766,0.528489578759062,0.9892696508429549,GENE_13909
ENSG0000014003,1548.125,0.021201067641749023,0.5533105237873319,0.9892696508429549,GENE_14002
ENSG0000001775,19.625,-0.35090716185912824,0.50826792765184,0.9892696508429549,GENE_1774
ENSG0000014152,36.625,-0.20715790764128755,0.5712689306144423,0.9892696508429549,GENE_14151
ENSG0000011193,36.75,-0.1178364902938583,0.49755307428837653,0.9892696508429549,GENE_11192
ENSG0000002736,23.875,-0.2270689085459212,0.5668663822432045,0.9892696508429549,GENE_2735
ENSG0000011139,23.625,-0.1069152039165119,0.5869006040167677,0.9892696508429549,GENE_11138
ENSG0000014098,223.0,0.05176142768974157,0.4993899056446802,0.9892696508429549,GENE_14097
ENSG0000014099,50.25,-0.1292830169449665,0.5719178676953436,0.9892696508429549,GENE_14098
ENSG0000014103,251.125,0.05314659336741705,0.5297746632215331,0.9892696508429549,GENE_14102
ENSG0000008363,7.25,-0.5025003405291831,0.5585051182097229,0.9892696508429549,GENE_8362
ENSG0000014146,5.375,0.9004643264490856,0.5479028304489351,0.9892696508429549,GENE_14145
ENSG0000008356,239.875,0.07670117463407666,0.5629840232788537,0.9892696508429549,GENE_8355
ENSG0000011058,16.25,-0.1777871192152827,0.5693364621299614,0.9892696508429549,GENE_11057
ENSG0000014115,1.875,-0.5849625007211563,0.5478295802379834,0.9892696508429549,GENE_14114
ENSG0000002743,57.875,0.08103657209090635,0.5234471127852285,0.9892696508429549,GENE_2742
ENSG0000002735,1106.5,0.022817613647033434,0.5223780998611615,0.9892696508429549,GENE_2734
ENSG0000000519,66.125,0.12553088208385882,0.5636857862252382,0.9892696508429549,GENE_518
ENSG0000014118,599.625,0.040303045216827905,0.5720519132709458,0.9892696508429549,GENE_14117
ENSG0000014123,203.5,-0.08154992807755194,0.5051586512814914,0.9892696508429549,GENE_14122
ENSG0000011134,302.5,-0.04531150250854761,0.5378268265799129,0.9892696508429549,GENE_11133
ENSG0000002746,38.375,0.10342958965540561,0.5217296406521231,0.9892696508429549,GENE_2745
ENSG0000001669,201.5,-0.046542585937030194,0.5635560326432866,0.9892696508429549,GENE_1668
ENSG0000011080,576.125,-0.03693801573392717,0.5327618834973269,0.9892696508429549,GENE_11079
ENSG0000001671,42.625,0.14396577437963173,0.5486270754047318,0.9892696508429549,GENE_1670
ENSG0000008341,62.5,-0.08081204558809724,0.5068376237849928,0.9892696508429549,GENE_8340
ENSG0000014131,144.125,0.0725879999566062,0.49870660664666044,0.9892696508429549,GENE_14130
ENSG0000011108,25.625,-0.26819611094957263,0.5156119848823427,0.9892696508429549,GENE_11107
ENSG0000014429,16.375,-0.15432814639129386,0.5876964165867757,0.9892696508429549,GENE_14428
ENSG0000008353,102.125,0.0812503205231649,0.5279036532331602,0.9892696508429549,GENE_8352
ENSG0000014095,48.375,-0.14177396112816334,0.53266222474069,0.9892696508429549,GENE_14094
ENSG0000000396,26.375,0.12314823077286498,0.5747017501296827,0.9892696508429549,GENE_395
ENSG0000014425,29.625,0.10962449117449823,0.5873873834911293,0.9892696508429549,GENE_14424
ENSG0000001635,37.5,0.1347494121132376,0.5212342634560093,0.9892696508429549,GENE_1634
ENSG0000011186,11.125,-0.16227142889887716,0.5551069085384824,0.9892696508429549,GENE_11185
ENSG0000014030,495.25,0.04661308166344963,0.5595974208208052,0.9892696508429549,GENE_14029
ENSG0000002712,550.0,0.03147823147316791,0.497928073226089,0.9892696508429549,GENE_2711
ENSG0000011184,28.125,-0.1154772174199359,0.5689535957468301,0.9892696508429549,GENE_11183
ENSG0000014034,6.125,-0.17687776208407935,0.561749540393919,0.9892696508429549,GENE_14033
ENSG0000000554,89.75,0.19318329657982222,0.5360043385145192,0.9892696508429549,GENE_553
ENSG0000008425,141.875,0.07882761642232727,0.5197881575305086,0.9892696508429549,GENE_8424
ENSG0000011026,608.625,-0.02311205993976948,0.5361715772307636,0.9892696508429549,GENE_11025
ENSG0000008422,212.0,0.08849488581891536,0.5354441499163725,0.9892696508429549,GENE_8421
ENSG0000011178,224.375,-0.05626821964674526,0.49918150398272404,0.9892696508429549,GENE_11177
ENSG0000011174,30.25,0.1431946358277907,0.5792710198632789,0.9892696508429549,GENE_11173
ENSG0000008417,46.75,0.1080597458574529,0.516252373836001,0.9892696508429549,GENE_8416
ENSG0000011170,51.25,0.11265780076946201,0.516861875163079,0.9892696508429549,GENE_11169
ENSG0000000536,57.625,0.043816232292489564,0.5716469735552612,0.9892696508429549,GENE_535
ENSG0000002720,62.625,-0.15565087046019435,0.5373675908961336,0.9892696508429549,GENE_2719
ENSG0000001653,76.625,-0.08003949792511729,0.5860967647769766,0.9892696508429549,GENE_1652
ENSG0000011037,43.75,-0.08246216019197299,0.5138928461274772,0.9892696508429549,GENE_11036
ENSG0000014647,256.875,0.029486764500380683,0.5048984171088478,0.9892696508429549,GENE_14646
ENSG0000014078,130.375,-0.10240100724530382,0.5263887184022376,0.9892696508429549,GENE_14077
ENSG0000002726,54.5,0.13245029602364966,0.5653005330936667,0.9892696508429549,GENE_2725
ENSG0000011155,12.0,-0.18057224564182092,0.5511164695686163,0.9892696508429549,GENE_11154
ENSG0000011154,2.375,-0.4594316186372972,0.512640319724242,0.9892696508429549,GENE_11153
ENSG0000000529,84.125,0.09864758793291134,0.5544987939384057,0.9892696508429549,GENE_528
ENSG0000008384,364.375,0.03860615032549135,0.5502717137684179,0.9892696508429549,GENE_8383
ENSG0000011007,30.25,-0.11929892837234443,0.5757099873017394,0.9892696508429549,GENE_11006
ENSG0000008786,80.625,-0.1477536204436922,0.5189423416434862,0.9892696508429549,GENE_8785
ENSG0000001598,1178.25,0.010407775116705487,0.5835677792410123,0.9892696508429549,GENE_1597
ENSG0000000622,107.125,-0.09093503315714448,0.49918388206258696,0.9892696508429549,GENE_621
ENSG0000013658,303.75,-0.0712586831698219,0.5840150544374567,0.9892696508429549,GENE_13657
ENSG0000013659,63.625,-0.10775618035588294,0.5462034331411985,0.9892696508429549,GENE_13658
ENSG0000008721,33.125,-0.09803208296052676,0.5747106499581556,0.9892696508429549,GENE_8720
ENSG0000008719,123.0,-0.09973814285738504,0.5361349566409099,0.9892696508429549,GENE_8718
ENSG0000008718,74.125,-0.13146616244235515,0.5713515156119848,0.9892696508429549,GENE_8717
ENSG0000011377,55.0,-0.15754127698647993,0.5045905196386284,0.9892696508429549,GENE_11376
ENSG0000011373,76.75,0.05639917017291634,0.5344716131062988,0.9892696508429549,GENE_11372
ENSG0000000684,111.125,-0.07466679943801675,0.5753828467173088,0.9892696508429549,GENE_683
ENSG0000008712,27.875,0.16839753169571864,0.5145455985500298,0.9892696508429549,GENE_8711
ENSG0000013672,59.375,-0.06683150847820882,0.5665310334338607,0.9892696508429549,GENE_13671
ENSG0000008706,154.625,0.09100042097608366,0.5547769019401483,0.9892696508429549,GENE_8705
ENSG0000011385,39.5,0.1279174749207369,0.5608578053020552,0.9892696508429549,GENE_11384
ENSG0000000405,31.25,0.18491771591778502,0.5080885631501573,0.9892696508429549,GENE_404
ENSG0000011365,44.375,-0.17088455920358508,0.5722838030808246,0.9892696508429549,GENE_11364
ENSG0000000676,15.875,-0.15919859484925386,0.5355432666530475,0.9892696508429549,GENE_675
ENSG0000000675,6.75,0.10691520391651188,0.5463167104985469,0.9892696508429549,GENE_674
ENSG0000008698,6.5,-0.11103131238874384,0.5775196678663901,0.9892696508429549,GENE_8697
ENSG0000001804,7.125,0.5639008851933265,0.5372189568251367,0.9892696508429549,GENE_1803
ENSG0000011358,137.75,-0.0995356735509144,0.5363448129674537,0.9892696508429549,GENE_11357
ENSG0000010813,50.75,0.09953567355091437,0.5560062551762182,0.9892696508429549,GENE_10812
ENSG0000001801,952.875,-0.03141766250352335,0.5375025101974326,0.9892696508429549,GENE_1800
ENSG0000010820,715.875,-0.021664764290064507,0.5593147215673421,0.9892696508429549,GENE_10819
ENSG0000002606,39.875,-0.24480366875670737,0.5872896165971568,0.9892696508429549,GENE_2605
ENSG0000013701,20.625,-0.19264507794239588,0.533291462309196,0.9892696508429549,GENE_13700
ENSG0000013679,446.875,0.039550480726053404,0.5674920241172118,0.9892696508429549,GENE_13678
ENSG0000010782,4.375,-0.24792751344358557,0.5080810187541049,0.9892696508429549,GENE_10781
ENSG0000014458,230.0,0.09412217736455,0.5482958963290352,0.9892696508429549,GENE_14457
ENSG0000008744,217.5,0.08625573335041908,0.52182740933488,0.9892696508429549,GENE_8743
ENSG0000011409,33.875,-0.1598713367783894,0.5129820289479337,0.9892696508429549,GENE_11408
ENSG0000010757,38.625,0.17764291460314927,0.5137659951793234,0.9892696508429549,GENE_10756
ENSG0000008778,299.75,-0.06257873586142437,0.519460653605414,0.9892696508429549,GENE_8777
ENSG0000013598,166.625,0.09310940439148145,0.5807223063492113,0.9892696508429549,GENE_13597
ENSG0000013604,405.625,0.045351929771985745,0.49510640251786403,0.9892696508429549,GENE_13603
ENSG0000013610,6.375,-0.2837929660005913,0.5050865084556913,0.9892696508429549,GENE_13609
ENSG0000013611,58.875,-0.09192248944103931,0.5470824778716207,0.9892696508429549,GENE_13610
ENSG0000008773,17.375,0.439285045525521,0.508160822444366,0.9892696508429549,GENE_8772
ENSG0000011395,16.0,-0.3168571053399403,0.5636941926555832,0.9892696508429549,GENE_11394
ENSG0000008766,28.875,0.16255301278595985,0.5652782128646001,0.9892696508429549,GENE_8765
ENSG0000011392,107.5,-0.10069399961947308,0.5318843103868764,0.9892696508429549,GENE_11391
ENSG0000002579,87.25,0.09097366004749054,0.5826936191595973,0.9892696508429549,GENE_2578
ENSG0000002580,772.5,-0.032683809730719826,0.5798436990156834,0.9892696508429549,GENE_2579
ENSG0000010767,2.125,-0.16992500144231246,0.5323809457367125,0.9892696508429549,GENE_10766
ENSG0000010769,191.25,0.056583528366367514,0.5092391423284484,0.9892696508429549,GENE_10768
ENSG0000000698,8.75,0.2479275134435855,0.5129168899821374,0.9892696508429549,GENE_697
ENSG0000008753,133.875,-0.09432738254815315,0.5035844631381095,0.9892696508429549,GENE_8752
ENSG0000013632,3.625,-0.0995356735509144,0.5479620240802685,0.9892696508429549,GENE_13631
ENSG0000008748,38.125,0.19898103472639553,0.5144402361609358,0.9892696508429549,GENE_8747
ENSG0000001815,40.25,0.30580842952408543,0.5520257010025265,0.9892696508429549,GENE_1814
ENSG0000010776,75.0,-0.18298629354394322,0.5189698931824354,0.9892696508429549,GENE_10775
ENSG0000010777,5.25,0.13750352374993502,0.5606159868211152,0.9892696508429549,GENE_10776
ENSG0000013643,7.125,-0.15200309344504995,0.5267715325573066,0.9892696508429549,GENE_13642
ENSG0000010780,66.0,-0.15315678806142044,0.5160949428446776,0.9892696508429549,GENE_10779
ENSG0000013650,141.25,0.051074184594269365,0.5009020756769449,0.9892696508429549,GENE_13649
ENSG0000001574,10.125,-0.3219280948873623,0.553153004230032,0.9892696508429549,GENE_1573
ENSG0000008560,311.125,-0.07536882622977291,0.52902336348436,0.9892696508429549,GENE_8559
ENSG0000011354,409.375,0.048461488956645024,0.5179083274919986,0.9892696508429549,GENE_11353
ENSG0000008681,12.125,0.14886338591448275,0.5717915961711888,0.9892696508429549,GENE_8680
ENSG0000000641,33.625,-0.20414071678022527,0.5114729877668416,0.9892696508429549,GENE_640
ENSG0000008595,49.75,0.11605812946357666,0.5863517993536089,0.9892696508429549,GENE_8594
ENSG0000008594,64.5,-0.07830499549978952,0.5847981342698829,0.9892696508429549,GENE_8593
ENSG0000010886,284.25,0.02283997635811131,0.5641315548394299,0.9892696508429549,GENE_10885
ENSG0000013793,218.625,-0.09737143124564099,0.5107163026462602,0.9892696508429549,GENE_13792
ENSG0000013799,511.375,-0.028918346205710037,0.5732298303023121,0.9892696508429549,GENE_13798
ENSG0000011295,5.875,0.30812229536233193,0.5465913518349946,0.9892696508429549,GENE_11294
ENSG0000011293,330.5,0.048021514862943454,0.5279903788064697,0.9892696508429549,GENE_11292
ENSG0000010894,125.5,-0.10350457575385996,0.5083235874766395,0.9892696508429549,GENE_10893
ENSG0000000635,12.0,-0.12029423371771177,0.5533081543488174,0.9892696508429549,GENE_634
ENSG0000000393,7.625,-0.2370391973008493,0.586045594211142,0.9892696508429549,GENE_392
ENSG0000013782,21.625,-0.21723071622066903,0.529328688723606,0.9892696508429549,GENE_13781
ENSG0000013825,1175.5,0.025774055004361016,0.565495569093641,0.9892696508429549,GENE_13824
ENSG0000013834,253.625,-0.03555367312298673,0.5753399871317562,0.9892696508429549,GENE_13833
ENSG0000008578,13.375,-0.297680548640685,0.5082537770157336,0.9892696508429549,GENE_8577
ENSG0000008577,61.875,0.16923685688317014,0.5721265988494398,0.9892696508429549,GENE_8576
ENSG0000014168,118.125,0.11914726529300478,0.5346692559657681,0.9892696508429549,GENE_14167
ENSG0000013838,51.625,-0.16085401102731572,0.5006731719255288,0.9892696508429549,GENE_13837
ENSG0000001597,137.375,0.06039459805216866,0.5686700853546658,0.9892696508429549,GENE_1596
ENSG0000010899,20.5,0.17615695515382698,0.5389391854129082,0.9892696508429549,GENE_10898
ENSG0000010900,37.5,-0.15403362867242085,0.5189112442672197,0.9892696508429549,GENE_10899
ENSG0000000626,23.625,0.26023577248112034,0.5543466792733596,0.9892696508429549,GENE_625
ENSG0000002653,134.125,-0.05647803350025421,0.5778793499432976,0.9892696508429549,GENE_2652
ENSG0000000624,391.5,-0.05528243550118968,0.553291656611316,0.9892696508429549,GENE_623
ENSG0000013830,8.25,-0.4405725913859815,0.5209950244389558,0.9892696508429549,GENE_13829
ENSG0000001783,7.5,-0.19264507794239588,0.49729442696116566,0.9892696508429549,GENE_1782
ENSG0000011316,14.125,0.12775554719837268,0.5693732826763432,0.9892696508429549,GENE_11315
ENSG0000014631,20.5,0.17615695515382698,0.5659152250475268,0.9892696508429549,GENE_14630
ENSG0000001576,55.25,-0.10449416787110577,0.5728306894313653,0.9892696508429549,GENE_1575
ENSG0000008989,548.125,-0.04014142529233983,0.58029800315528,0.9892696508429549,GENE_8988
ENSG0000011352,129.0,-0.07830499549978952,0.5371055776838809,0.9892696508429549,GENE_11351
ENSG0000013711,21.25,-0.10187961401921364,0.5538683718088522,0.9892696508429549,GENE_13710
ENSG0000010828,79.25,0.15488560197817128,0.5357541104653695,0.9892696508429549,GENE_10827
ENSG0000001795,80.0,0.12631644978140033,0.50877388835709,0.9892696508429549,GENE_1794
ENSG0000013729,83.625,-0.1597436250940773,0.5071941020506529,0.9892696508429549,GENE_13728
ENSG0000013730,92.375,-0.07420094184141705,0.5150026369148002,0.9892696508429549,GENE_13729
ENSG0000011345,65.625,0.11547721741993588,0.5752514028461255,0.9892696508429549,GENE_11344
ENSG0000001794,148.125,0.09987192691239208,0.5082116528093248,0.9892696508429549,GENE_1793
ENSG0000011343,27.125,0.14638948698152324,0.5063797095146734,0.9892696508429549,GENE_11342
ENSG0000011342,28.375,0.16542360920737145,0.5038878037382533,0.9892696508429549,GENE_11341
ENSG0000008643,303.0,0.08811272015559535,0.5802146569848187,0.9892696508429549,GENE_8642
ENSG0000011337,82.75,-0.11338179941774261,0.5167455231625753,0.9892696508429549,GENE_11336
ENSG0000000656,61.0,0.18947779886371283,0.5872629617057104,0.9892696508429549,GENE_655
ENSG0000013748,154.125,0.07724299893246035,0.5796904462251813,0.9892696508429549,GENE_13747
ENSG0000000493,61.625,-0.07610297908579165,0.5641082626337768,0.9892696508429549,GENE_492
ENSG0000011323,67.875,0.14359085362884985,0.5291021149498403,0.9892696508429549,GENE_11322
ENSG0000008619,168.625,-0.027806695538018997,0.5762767214016571,0.9892696508429549,GENE_8618
ENSG0000010864,33.125,0.1198397700060033,0.5530709247617386,0.9892696508429549,GENE_10863
ENSG0000014449,72.5,-0.08957535397717888,0.5507613320668492,0.9892696508429549,GENE_14448
ENSG0000010876,3.0,0.24100809950379498,0.5779006150194996,0.9892696508429549,GENE_10875
ENSG0000001787,39.0,-0.11103131238874384,0.573628393611668,0.9892696508429549,GENE_1786
ENSG0000010883,30.25,-0.16710998583525832,0.570090468572406,0.9892696508429549,GENE_10882
